text;language;label;cleaned_text;tokens
Maintaining detailed documentation improves transparency and accountability.;english;clean;maintaining detailed documentation improves transparency accountability;['maintaining', 'detailed', 'documentation', 'improves', 'transparency', 'accountability']
مخلص في العمل;arabic;clean;مخلص العمل;['مخلص', 'العمل']
مؤسسة;arabic;clean;موسسه;['موسسه']
مستقلّ;arabic;clean;مستقل;['مستقل']
Clear-communicator;english;clean;clearcommunicator;['clearcommunicator']
اشتغلت على تحديات محتاجة تفكير إبداعي، تعاون، وصبر لحلها.;arabic;clean;اشتغلت علي تحديات محتاجه تفكير ابداعي تعاون وصبر لحلها;['اشتغلت', 'علي', 'تحديات', 'محتاجه', 'تفكير', 'ابداعي', 'تعاون', 'وصبر', 'لحلها']
كبير;arabic;clean;كبير;['كبير']
إساءة كلامية;arabic;toxic;اساءه كلاميه;['اساءه', 'كلاميه']
اكتسبت خبرة في التواصل مع العملاء، التفاوض، وتقديم حلول مناسبة.;arabic;clean;اكتسبت خبره التواصل العملاء التفاوض وتقديم حلول مناسبه;['اكتسبت', 'خبره', 'التواصل', 'العملاء', 'التفاوض', 'وتقديم', 'حلول', 'مناسبه']
AI;english;clean;ai;['ai']
Perspective;english;clean;perspective;['perspective']
قانوني;arabic;clean;قانوني;['قانوني']
الإستحقاق;arabic;clean;الاستحقاق;['الاستحقاق']
graduate studies department;english;clean;graduate studies department;['graduate', 'studies', 'department']
تقرير مفصل;arabic;clean;تقرير مفصل;['تقرير', 'مفصل']
تعليق غير محترم;arabic;toxic;تعليق محترم;['تعليق', 'محترم']
مضطهد;arabic;toxic;مضطهد;['مضطهد']
حافظ على شفافيتك مع الفريق في كل القرارات.;arabic;clean;حافظ علي شفافيتك الفريق القرارات;['حافظ', 'علي', 'شفافيتك', 'الفريق', 'القرارات']
Students should develop strong study habits for academic success.;english;clean;students develop strong study habits academic success;['students', 'develop', 'strong', 'study', 'habits', 'academic', 'success']
Sort;english;clean;sort;['sort']
Organize both paper and digital files systematically.;english;clean;organize paper digital files systematically;['organize', 'paper', 'digital', 'files', 'systematically']
مهارات فنية;arabic;clean;مهارات فنيه;['مهارات', 'فنيه']
I am confident in contributing ideas;english;clean;confident contributing ideas;['confident', 'contributing', 'ideas']
A portfolio should reflect both technical skills and professional growth.;english;clean;portfolio reflect technical skills professional growth;['portfolio', 'reflect', 'technical', 'skills', 'professional', 'growth']
الفترة اللي فاتت كسرت فيها حاجز الخوف من المهام الكبيرة، وده ساعدني أفتح لنفسي أبواب جديدة.;arabic;clean;الفتره اللي فاتت كسرت حاجز الخوف المهام الكبيره وده ساعدني افتح لنفسي ابواب جديده;['الفتره', 'اللي', 'فاتت', 'كسرت', 'حاجز', 'الخوف', 'المهام', 'الكبيره', 'وده', 'ساعدني', 'افتح', 'لنفسي', 'ابواب', 'جديده']
الإستسخاف;arabic;toxic;الاستسخاف;['الاستسخاف']
I have experience in problem-solving under pressure;english;clean;experience problemsolving pressure;['experience', 'problemsolving', 'pressure']
Strategy Development;english;clean;strategy development;['strategy', 'development']
Preparing project reports communicates progress to stakeholders.;english;clean;preparing project reports communicates progress stakeholders;['preparing', 'project', 'reports', 'communicates', 'progress', 'stakeholders']
gameeel;mixed;clean;gameeel;['gameeel']
تحليل البيانات المالية يساعد على إدارة الموارد بفاعلية.;arabic;clean;تحليل البيانات الماليه يساعد علي اداره الموارد بفاعليه;['تحليل', 'البيانات', 'الماليه', 'يساعد', 'علي', 'اداره', 'الموارد', 'بفاعليه']
partner;english;clean;partner;['partner']
التحفيز الوظيفي;arabic;clean;التحفيز الوظيفي;['التحفيز', 'الوظيفي']
تحميل المستندات;arabic;clean;تحميل المستندات;['تحميل', 'المستندات']
Maintaining a culture of inclusivity and respect improves collaboration outcomes.;english;clean;maintaining culture inclusivity respect improves collaboration outcomes;['maintaining', 'culture', 'inclusivity', 'respect', 'improves', 'collaboration', 'outcomes']
الطلاب يجب أن يمارسوا التواصل الفعال لتحسين التعاون.;arabic;clean;الطلاب يجب ان يمارسوا التواصل الفعال لتحسين التعاون;['الطلاب', 'يجب', 'ان', 'يمارسوا', 'التواصل', 'الفعال', 'لتحسين', 'التعاون']
rafi3_el_moroo2a_motamer;mixed;clean;rafi3elmoroo2amotamer;['rafi3elmoroo2amotamer']
away;mixed;clean;away;['away']
البورتفوليو يجب أن يتطور مع الخبرات والمشاريع المكتملة.;arabic;clean;البورتفوليو يجب ان يتطور الخبرات والمشاريع المكتمله;['البورتفوليو', 'يجب', 'ان', 'يتطور', 'الخبرات', 'والمشاريع', 'المكتمله']
آمني برؤيتك، وتصرفي باستمرار، ودعي ثقتك تقودك لتحقيق إنجازات رائعة.;arabic;clean;امني برويتك وتصرفي باستمرار ودعي ثقتك تقودك لتحقيق انجازات رايعه;['امني', 'برويتك', 'وتصرفي', 'باستمرار', 'ودعي', 'ثقتك', 'تقودك', 'لتحقيق', 'انجازات', 'رايعه']
What strategies are effective for career advancement?;english;clean;strategies effective career advancement;['strategies', 'effective', 'career', 'advancement']
Internships provide graduates with insights into organizational culture.;english;clean;internships provide graduates insights organizational culture;['internships', 'provide', 'graduates', 'insights', 'organizational', 'culture']
you always mess up;english;toxic;always mess;['always', 'mess']
الخطوة اللي مأجلها هي سر تقدمك;arabic;clean;الخطوه اللي ماجلها سر تقدمك;['الخطوه', 'اللي', 'ماجلها', 'سر', 'تقدمك']
الإنزال;arabic;toxic;الانزال;['الانزال']
نتيجة غير مرضية;arabic;toxic;نتيجه مرضيه;['نتيجه', 'مرضيه']
خلال التدريب اتعلمت ازاي أحسن نفسي كل يوم، أتعلم حاجات جديدة وأطور مهاراتي.;arabic;clean;خلال التدريب اتعلمت ازاي احسن نفسي يوم اتعلم حاجات جديده واطور مهاراتي;['خلال', 'التدريب', 'اتعلمت', 'ازاي', 'احسن', 'نفسي', 'يوم', 'اتعلم', 'حاجات', 'جديده', 'واطور', 'مهاراتي']
Requesting additional resources professionally enhances workflow efficiency.;english;clean;requesting additional resources professionally enhances workflow efficiency;['requesting', 'additional', 'resources', 'professionally', 'enhances', 'workflow', 'efficiency']
You behave without awarenglishess.;english;toxic;behave without awarenglishess;['behave', 'without', 'awarenglishess']
My work experience taught me to remain adaptable, maintain focus, and deliver results under dynamic and challenging conditions.;english;clean;work experience taught remain adaptable maintain focus deliver results dynamic challenging conditions;['work', 'experience', 'taught', 'remain', 'adaptable', 'maintain', 'focus', 'deliver', 'results', 'dynamic', 'challenging', 'conditions']
إدارة الموارد البشرية;arabic;clean;اداره الموارد البشريه;['اداره', 'الموارد', 'البشريه']
يناقض;arabic;toxic;يناقض;['يناقض']
Reflecting on past experiences informs better planning and execution.;english;clean;reflecting past experiences informs better planning execution;['reflecting', 'past', 'experiences', 'informs', 'better', 'planning', 'execution']
You talk nonsenglishse all the time.;english;toxic;talk nonsenglishse time;['talk', 'nonsenglishse', 'time']
مرحباً بك;arabic;clean;مرحبا;['مرحبا']
Always try to make the most of every day by learning and acquiring new skills.;english;clean;always try make every day learning acquiring new skills;['always', 'try', 'make', 'every', 'day', 'learning', 'acquiring', 'new', 'skills']
Organizational development makes the company more competitive;english;clean;organizational development makes company competitive;['organizational', 'development', 'makes', 'company', 'competitive']
مهارات استخدام ميكروفونات;arabic;clean;مهارات استخدام ميكروفونات;['مهارات', 'استخدام', 'ميكروفونات']
أجيد تعدد المهام;arabic;clean;اجيد تعدد المهام;['اجيد', 'تعدد', 'المهام']
What are the main challenges in today’s job market?;english;clean;main challenges todays job market;['main', 'challenges', 'todays', 'job', 'market']
خيبة أمل;arabic;toxic;خيبه امل;['خيبه', 'امل']
backup;english;clean;backup;['backup']
استخدام التحليل الإحصائي يعزز القدرة على فهم البيانات.;arabic;clean;استخدام التحليل الاحصايي يعزز القدره علي فهم البيانات;['استخدام', 'التحليل', 'الاحصايي', 'يعزز', 'القدره', 'علي', 'فهم', 'البيانات']
For pharmacy graduates, how important is gaining experienglishce in community or hospital pharmacies? What certifications or specialized training help increase employability?;english;clean;pharmacy graduates important gaining experienglishce community hospital pharmacies certifications specialized training help increase employability;['pharmacy', 'graduates', 'important', 'gaining', 'experienglishce', 'community', 'hospital', 'pharmacies', 'certifications', 'specialized', 'training', 'help', 'increase', 'employability']
Conducting stakeholder reviews ensures project alignment with expectations.;english;clean;conducting stakeholder reviews ensures project alignment expectations;['conducting', 'stakeholder', 'reviews', 'ensures', 'project', 'alignment', 'expectations']
أوراق رسمية;arabic;clean;اوراق رسميه;['اوراق', 'رسميه']
workflow;english;clean;workflow;['workflow']
كيف يمكنني تحسين فرصي في التوظيف؟;arabic;clean;يمكنني تحسين فرصي التوظيف;['يمكنني', 'تحسين', 'فرصي', 'التوظيف']
Learn from past mistakes to improve your skills.;english;clean;learn past mistakes improve skills;['learn', 'past', 'mistakes', 'improve', 'skills']
Archive;english;clean;archive;['archive']
Making polite requests enhances professional communication.;english;clean;making polite requests enhances professional communication;['making', 'polite', 'requests', 'enhances', 'professional', 'communication']
I worked on practical projects, learning problem-solving and quick decision-making.;english;clean;worked practical projects learning problemsolving quick decisionmaking;['worked', 'practical', 'projects', 'learning', 'problemsolving', 'quick', 'decisionmaking']
Stressful;english;clean;stressful;['stressful']
مهارات برمجة;arabic;clean;مهارات برمجه;['مهارات', 'برمجه']
غباء شديد;arabic;toxic;غباء شديد;['غباء', 'شديد']
Automation;english;clean;automation;['automation']
rude;english;toxic;rude;['rude']
High-performer;english;clean;highperformer;['highperformer']
I participated in professional development programs that enhanced my communication, leadership, and problem-solving abilities.;english;clean;participated professional development programs enhanced communication leadership problemsolving abilities;['participated', 'professional', 'development', 'programs', 'enhanced', 'communication', 'leadership', 'problemsolving', 'abilities']
Ticket;english;clean;ticket;['ticket']
هل هناك فرص للتدريب الدولي؟;arabic;clean;فرص للتدريب الدولي;['فرص', 'للتدريب', 'الدولي']
Following up on unanswered questions ensures resolution.;english;clean;following unanswered questions ensures resolution;['following', 'unanswered', 'questions', 'ensures', 'resolution']
مبروك على تأثيرك في شغلك!;arabic;clean;مبروك علي تاثيرك شغلك;['مبروك', 'علي', 'تاثيرك', 'شغلك']
outdoor surveillance camera;english;clean;outdoor surveillance camera;['outdoor', 'surveillance', 'camera']
حالياً;arabic;clean;حاليا;['حاليا']
insecurity;english;toxic;insecurity;['insecurity']
Providing guidance on collaboration best practices improves efficiency.;english;clean;providing guidance collaboration best practices improves efficiency;['providing', 'guidance', 'collaboration', 'best', 'practices', 'improves', 'efficiency']
Digital skills are essential for success in the modern workplace.;english;clean;digital skills essential success modern workplace;['digital', 'skills', 'essential', 'success', 'modern', 'workplace']
Maintaining careful attention during experiments ensures reliable outcomes.;english;clean;maintaining careful attention experiments ensures reliable outcomes;['maintaining', 'careful', 'attention', 'experiments', 'ensures', 'reliable', 'outcomes']
سوء تنسيق;arabic;toxic;سوء تنسيق;['سوء', 'تنسيق']
e-learning center;english;clean;elearning center;['elearning', 'center']
absenglisht-minded;english;toxic;absenglishtminded;['absenglishtminded']
Researching industry standards ensures informed applications.;english;clean;researching industry standards ensures informed applications;['researching', 'industry', 'standards', 'ensures', 'informed', 'applications']
حاول تشارك خبرتك مع الفريق وتستفيد من خبرة الآخرين.;arabic;clean;حاول تشارك خبرتك الفريق وتستفيد خبره الاخرين;['حاول', 'تشارك', 'خبرتك', 'الفريق', 'وتستفيد', 'خبره', 'الاخرين']
Keep a notebook or app to track all notes and ideas.;english;clean;keep notebook app track notes ideas;['keep', 'notebook', 'app', 'track', 'notes', 'ideas']
what's up;english;clean;whats;['whats']
have a good day;english;clean;good day;['good', 'day']
smart microwave;english;clean;smart microwave;['smart', 'microwave']
please reply;english;clean;please reply;['please', 'reply']
تعالي;arabic;toxic;تعالي;['تعالي']
References validate achievements and enhance professional reliability.;english;clean;references validate achievements enhance professional reliability;['references', 'validate', 'achievements', 'enhance', 'professional', 'reliability']
التقديم على الوظائف;arabic;clean;التقديم علي الوظايف;['التقديم', 'علي', 'الوظايف']
True colleagues are those who stand by you during challenges, offering guidance, encouragement, and constructive feedback to help you grow professionally and personally.;english;clean;true colleagues stand challenges offering guidance encouragement constructive feedback help grow professionally personally;['true', 'colleagues', 'stand', 'challenges', 'offering', 'guidance', 'encouragement', 'constructive', 'feedback', 'help', 'grow', 'professionally', 'personally']
تقدير الموارد;arabic;clean;تقدير الموارد;['تقدير', 'الموارد']
Applying learning strategies consistently improves mastery and retention.;english;clean;applying learning strategies consistently improves mastery retention;['applying', 'learning', 'strategies', 'consistently', 'improves', 'mastery', 'retention']
مركز طلابي;arabic;clean;مركز طلابي;['مركز', 'طلابي']
Using both enhances critical thinking and collaboration skills.;english;clean;using enhances critical thinking collaboration skills;['using', 'enhances', 'critical', 'thinking', 'collaboration', 'skills']
مساعدة طبيب;arabic;clean;مساعده طبيب;['مساعده', 'طبيب']
كآبة;arabic;toxic;كابه;['كابه']
تفوق;arabic;clean;تفوق;['تفوق']
How can englishgineering graduates leverage internships to explore differenglisht career paths and specialties?;english;clean;englishgineering graduates leverage internships explore differenglisht career paths specialties;['englishgineering', 'graduates', 'leverage', 'internships', 'explore', 'differenglisht', 'career', 'paths', 'specialties']
Your inability to manage basic responsibilities is astonishing.;english;toxic;inability manage basic responsibilities astonishing;['inability', 'manage', 'basic', 'responsibilities', 'astonishing']
كيف حالكم؟;arabic;clean;حالكم;['حالكم']
الطب العام;arabic;clean;الطب العام;['الطب', 'العام']
Engaging in internships and hands-on projects builds practical skills and confidence.;english;clean;engaging internships handson projects builds practical skills confidence;['engaging', 'internships', 'handson', 'projects', 'builds', 'practical', 'skills', 'confidence']
اشتغلت على مشاكل معقدة، فكرت حلول مبتكرة، ونفذتها لتحسين شغل الفريق.;arabic;clean;اشتغلت علي مشاكل معقده فكرت حلول مبتكره ونفذتها لتحسين شغل الفريق;['اشتغلت', 'علي', 'مشاكل', 'معقده', 'فكرت', 'حلول', 'مبتكره', 'ونفذتها', 'لتحسين', 'شغل', 'الفريق']
Schedule;english;clean;schedule;['schedule']
mot2aked;mixed;clean;mot2aked;['mot2aked']
لهجة حادة;arabic;toxic;لهجه حاده;['لهجه', 'حاده']
Attend courses or workshops to develop your skills.;english;clean;attend courses workshops develop skills;['attend', 'courses', 'workshops', 'develop', 'skills']
شرير;arabic;toxic;شرير;['شرير']
emergenglishcy care;english;clean;emergenglishcy care;['emergenglishcy', 'care']
You behave negatively.;english;toxic;behave negatively;['behave', 'negatively']
I worked with colleagues, learning organization, planning, and smart resource sharing.;english;clean;worked colleagues learning organization planning smart resource sharing;['worked', 'colleagues', 'learning', 'organization', 'planning', 'smart', 'resource', 'sharing']
Success requires patience;english;clean;success requires patience;['success', 'requires', 'patience']
استكشاف البيانات;arabic;clean;استكشاف البيانات;['استكشاف', 'البيانات']
ازاي ادير وقتي بفعالية في الشغل؟;arabic;clean;ازاي ادير وقتي بفعاليه الشغل;['ازاي', 'ادير', 'وقتي', 'بفعاليه', 'الشغل']
Documenting processes accurately supports transparency and reproducibility.;english;clean;documenting processes accurately supports transparency reproducibility;['documenting', 'processes', 'accurately', 'supports', 'transparency', 'reproducibility']
Building rapport among team members enhances cooperation and efficiency.;english;clean;building rapport among team members enhances cooperation efficiency;['building', 'rapport', 'among', 'team', 'members', 'enhances', 'cooperation', 'efficiency']
sports building;english;clean;sports building;['sports', 'building']
عميل;arabic;clean;عميل;['عميل']
تعليق مؤذٍ;arabic;toxic;تعليق موذ;['تعليق', 'موذ']
I worked on a complex personal project, where each step was an opportunity to learn something new.;english;clean;worked complex personal project step opportunity learn something new;['worked', 'complex', 'personal', 'project', 'step', 'opportunity', 'learn', 'something', 'new']
متضيعش وقتك على حاجات مش مهمة، ركز على اللي فعلاً هيفيدك.;arabic;clean;متضيعش وقتك علي حاجات مش مهمه ركز علي اللي فعلا هيفيدك;['متضيعش', 'وقتك', 'علي', 'حاجات', 'مش', 'مهمه', 'ركز', 'علي', 'اللي', 'فعلا', 'هيفيدك']
"Motivation, Appreciation, and Celebrating Success,""Motivation and appreciation are key elements in creating a positive and successful work environment. Words of encouragement and praise when achieving accomplishments enhance the sense of achievement and push the team to continue giving their best. Celebrating both small and large successes fosters team spirit and increases commitment and self-motivation. Offering moral support and recognizing efforts reflects respect and acknowledgment of individual contributions, boosting morale and promoting a culture of achievement and innovation.""";english;clean;motivation appreciation celebrating successmotivation appreciation key elements creating positive successful work environment words encouragement praise achieving accomplishments enhance sense achievement push team continue giving best celebrating small large successes fosters team spirit increases commitment selfmotivation offering moral support recognizing efforts reflects respect acknowledgment individual contributions boosting morale promoting culture achievement innovation;['motivation', 'appreciation', 'celebrating', 'successmotivation', 'appreciation', 'key', 'elements', 'creating', 'positive', 'successful', 'work', 'environment', 'words', 'encouragement', 'praise', 'achieving', 'accomplishments', 'enhance', 'sense', 'achievement', 'push', 'team', 'continue', 'giving', 'best', 'celebrating', 'small', 'large', 'successes', 'fosters', 'team', 'spirit', 'increases', 'commitment', 'selfmotivation', 'offering', 'moral', 'support', 'recognizing', 'efforts', 'reflects', 'respect', 'acknowledgment', 'individual', 'contributions', 'boosting', 'morale', 'promoting', 'culture', 'achievement', 'innovation']
التدريب المهني;arabic;clean;التدريب المهني;['التدريب', 'المهني']
إنت بتتصرف بطريقة مش منطقية.;arabic;toxic;انت بتتصرف بطريقه مش منطقيه;['انت', 'بتتصرف', 'بطريقه', 'مش', 'منطقيه']
Share your experience with the team and learn from others’ experience.;english;clean;share experience team learn others experience;['share', 'experience', 'team', 'learn', 'others', 'experience']
أتمنى تحقق كل اللي نفسك فيه ويبارك لك في مجهودك.;arabic;clean;اتمني تحقق اللي نفسك ويبارك مجهودك;['اتمني', 'تحقق', 'اللي', 'نفسك', 'ويبارك', 'مجهودك']
فرز;arabic;clean;فرز;['فرز']
raise;english;clean;raise;['raise']
Responding to inquiries efficiently demonstrates professionalism.;english;clean;responding inquiries efficiently demonstrates professionalism;['responding', 'inquiries', 'efficiently', 'demonstrates', 'professionalism']
Monitoring collaboration effectiveness identifies areas for improvement.;english;clean;monitoring collaboration effectiveness identifies areas improvement;['monitoring', 'collaboration', 'effectiveness', 'identifies', 'areas', 'improvement']
Providing necessary information in requests improves responsiveness.;english;clean;providing necessary information requests improves responsiveness;['providing', 'necessary', 'information', 'requests', 'improves', 'responsiveness']
The project is very useful, I liked how the steps are divided and every part is practical, which helped me apply all ideas quickly, and the experience is smooth and clear.;english;clean;project useful liked steps divided every part practical helped apply ideas quickly experience smooth clear;['project', 'useful', 'liked', 'steps', 'divided', 'every', 'part', 'practical', 'helped', 'apply', 'ideas', 'quickly', 'experience', 'smooth', 'clear']
مختبر لغات;arabic;clean;مختبر لغات;['مختبر', 'لغات']
فراغ وظيفي;arabic;clean;فراغ وظيفي;['فراغ', 'وظيفي']
Tablet;english;clean;tablet;['tablet']
Simulation Software;english;clean;simulation software;['simulation', 'software']
خليك منظم في ترتيب كل المهام العاجلة والمهمة.;arabic;clean;خليك منظم ترتيب المهام العاجله والمهمه;['خليك', 'منظم', 'ترتيب', 'المهام', 'العاجله', 'والمهمه']
I learned how to lead small teams, delegate responsibilities, and maintain motivation and morale while achieving project objectives.;english;clean;learned lead small teams delegate responsibilities maintain motivation morale achieving project objectives;['learned', 'lead', 'small', 'teams', 'delegate', 'responsibilities', 'maintain', 'motivation', 'morale', 'achieving', 'project', 'objectives']
مهارات قيادية شخصية;arabic;clean;مهارات قياديه شخصيه;['مهارات', 'قياديه', 'شخصيه']
References provide verification of professional experience and character.;english;clean;references provide verification professional experience character;['references', 'provide', 'verification', 'professional', 'experience', 'character']
حاسوب مكتبي للألعاب;arabic;clean;حاسوب مكتبي للالعاب;['حاسوب', 'مكتبي', 'للالعاب']
Benefit from any practical experience and take important notes.;english;clean;benefit practical experience take important notes;['benefit', 'practical', 'experience', 'take', 'important', 'notes']
conference hall;english;clean;conference hall;['conference', 'hall']
References enhance professional credibility and support applications.;english;clean;references enhance professional credibility support applications;['references', 'enhance', 'professional', 'credibility', 'support', 'applications']
sa7;mixed;clean;sa7;['sa7']
Testing applications under multiple conditions improves reliability and quality.;english;clean;testing applications multiple conditions improves reliability quality;['testing', 'applications', 'multiple', 'conditions', 'improves', 'reliability', 'quality']
فأرة;arabic;clean;فاره;['فاره']
حلم;arabic;clean;حلم;['حلم']
Attending career fairs provides insight into potential job opportunities.;english;clean;attending career fairs provides insight potential job opportunities;['attending', 'career', 'fairs', 'provides', 'insight', 'potential', 'job', 'opportunities']
مسمى;arabic;clean;مسمي;['مسمي']
clumsy;english;toxic;clumsy;['clumsy']
crop managemenglisht;english;clean;crop managemenglisht;['crop', 'managemenglisht']
Trial-and-error coding promotes adaptive thinking and skill growth.;english;clean;trialanderror coding promotes adaptive thinking skill growth;['trialanderror', 'coding', 'promotes', 'adaptive', 'thinking', 'skill', 'growth']
لوائح;arabic;clean;لوايح;['لوايح']
accountability;english;clean;accountability;['accountability']
job upgrade;english;clean;job upgrade;['job', 'upgrade']
you make fun of others;english;toxic;make fun others;['make', 'fun', 'others']
فريد;arabic;clean;فريد;['فريد']
الإحراج;arabic;toxic;الاحراج;['الاحراج']
دعوى;arabic;clean;دعوي;['دعوي']
I’m amazed by the exceptional quality, consistency, and effort in your work.;english;clean;im amazed exceptional quality consistency effort work;['im', 'amazed', 'exceptional', 'quality', 'consistency', 'effort', 'work']
متهوّر;arabic;toxic;متهور;['متهور']
المهارات الرقمية بتزود فرصك الوظيفية;arabic;clean;المهارات الرقميه بتزود فرصك الوظيفيه;['المهارات', 'الرقميه', 'بتزود', 'فرصك', 'الوظيفيه']
أول يوم كنت بحاول أتعلم بسرعة وأطبق أي تعليمات تتطلب التنفيذ العملي.;arabic;clean;اول يوم كنت بحاول اتعلم بسرعه واطبق اي تعليمات تتطلب التنفيذ العملي;['اول', 'يوم', 'كنت', 'بحاول', 'اتعلم', 'بسرعه', 'واطبق', 'اي', 'تعليمات', 'تتطلب', 'التنفيذ', 'العملي']
تمت متابعة الأمر;arabic;clean;تمت متابعه الامر;['تمت', 'متابعه', 'الامر']
كيف يمكن اكتساب الثقة بالنفس في مكان العمل؟;arabic;clean;يمكن اكتساب الثقه بالنفس مكان العمل;['يمكن', 'اكتساب', 'الثقه', 'بالنفس', 'مكان', 'العمل']
Building innovative projects demonstrates creativity and problem-solving.;english;clean;building innovative projects demonstrates creativity problemsolving;['building', 'innovative', 'projects', 'demonstrates', 'creativity', 'problemsolving']
زهقت من كل المشاكل اللي ممكن تتحل بسهولة لو في اهتمام.;arabic;toxic;زهقت المشاكل اللي ممكن تتحل بسهوله اهتمام;['زهقت', 'المشاكل', 'اللي', 'ممكن', 'تتحل', 'بسهوله', 'اهتمام']
المشروع بتاعنا بيركّز على تحليل البيانات بشكل دقيق واستخدام النتائج لاتخاذ قرارات استراتيجية تحسّن أداء الشركة، وكمان بنطوّر حلول مبتكرة لتسهيل الوصول للمعلومات بسرعة وكفاءة، وده بيزوّد العملاء بميزة تنافسية في السوق.;arabic;clean;المشروع بتاعنا بيركز علي تحليل البيانات بشكل دقيق واستخدام النتايج لاتخاذ قرارات استراتيجيه تحسن اداء الشركه وكمان بنطور حلول مبتكره لتسهيل الوصول للمعلومات بسرعه وكفاءه وده بيزود العملاء بميزه تنافسيه السوق;['المشروع', 'بتاعنا', 'بيركز', 'علي', 'تحليل', 'البيانات', 'بشكل', 'دقيق', 'واستخدام', 'النتايج', 'لاتخاذ', 'قرارات', 'استراتيجيه', 'تحسن', 'اداء', 'الشركه', 'وكمان', 'بنطور', 'حلول', 'مبتكره', 'لتسهيل', 'الوصول', 'للمعلومات', 'بسرعه', 'وكفاءه', 'وده', 'بيزود', 'العملاء', 'بميزه', 'تنافسيه', 'السوق']
متخافش تسأل أي حاجة مش فاهمها، الأسئلة طريقك للتطور.;arabic;clean;متخافش تسال اي حاجه مش فاهمها الاسيله طريقك للتطور;['متخافش', 'تسال', 'اي', 'حاجه', 'مش', 'فاهمها', 'الاسيله', 'طريقك', 'للتطور']
motivation;english;clean;motivation;['motivation']
يا حقير;arabic;toxic;حقير;['حقير']
Prepare questions to ask the interviewer.;english;clean;prepare questions ask interviewer;['prepare', 'questions', 'ask', 'interviewer']
الأضعف;arabic;toxic;الاضعف;['الاضعف']
موجه نحو الهدف;arabic;clean;موجه الهدف;['موجه', 'الهدف']
المهارات القيادية بتخلي الأعضاء متحفزين;arabic;clean;المهارات القياديه بتخلي الاعضاء متحفزين;['المهارات', 'القياديه', 'بتخلي', 'الاعضاء', 'متحفزين']
يارب يسهللك كل حاجة وتوصل لأفضل نتائج في حياتك.;arabic;clean;يارب يسهللك حاجه وتوصل لافضل نتايج حياتك;['يارب', 'يسهللك', 'حاجه', 'وتوصل', 'لافضل', 'نتايج', 'حياتك']
أستاذ;arabic;clean;استاذ;['استاذ']
Using reminders and alerts prevents missed deadlines.;english;clean;using reminders alerts prevents missed deadlines;['using', 'reminders', 'alerts', 'prevents', 'missed', 'deadlines']
Be humble and avoid trying to appear superior to colleagues.;english;clean;humble avoid trying appear superior colleagues;['humble', 'avoid', 'trying', 'appear', 'superior', 'colleagues']
توجيه استفسار;arabic;clean;توجيه استفسار;['توجيه', 'استفسار']
الابتكارات التكنولوجية بتساعد ازاي في تطوير المشاريع؟;arabic;clean;الابتكارات التكنولوجيه بتساعد ازاي تطوير المشاريع;['الابتكارات', 'التكنولوجيه', 'بتساعد', 'ازاي', 'تطوير', 'المشاريع']
SSD storage;english;clean;ssd storage;['ssd', 'storage']
قسم الماجستير;arabic;clean;قسم الماجستير;['قسم', 'الماجستير']
Practicing algorithm design develops logical and computational thinking.;english;clean;practicing algorithm design develops logical computational thinking;['practicing', 'algorithm', 'design', 'develops', 'logical', 'computational', 'thinking']
Folder;english;clean;folder;['folder']
Testing applications across devices improves compatibility.;english;clean;testing applications across devices improves compatibility;['testing', 'applications', 'across', 'devices', 'improves', 'compatibility']
threatenglish;english;toxic;threatenglish;['threatenglish']
أريد الدعم الفني في استخدام المنصة.;arabic;clean;اريد الدعم الفني استخدام المنصه;['اريد', 'الدعم', 'الفني', 'استخدام', 'المنصه']
Great work, your persistence and creativity are inspiring.;english;clean;great work persistence creativity inspiring;['great', 'work', 'persistence', 'creativity', 'inspiring']
achievemenglisht;english;clean;achievemenglisht;['achievemenglisht']
Adhering to schedules builds reliability and discipline.;english;clean;adhering schedules builds reliability discipline;['adhering', 'schedules', 'builds', 'reliability', 'discipline']
حاول تستخدم حركات بسيطة توضح النقاط المهمة.;arabic;clean;حاول تستخدم حركات بسيطه توضح النقاط المهمه;['حاول', 'تستخدم', 'حركات', 'بسيطه', 'توضح', 'النقاط', 'المهمه']
تعلم تنظم الوقت أثناء التقديم عشان تغطي كل النقاط.;arabic;clean;تعلم تنظم الوقت اثناء التقديم عشان تغطي النقاط;['تعلم', 'تنظم', 'الوقت', 'اثناء', 'التقديم', 'عشان', 'تغطي', 'النقاط']
عقار;arabic;clean;عقار;['عقار']
المراجع المهنية تتحقق من المهارات وأخلاقيات العمل أمام أصحاب العمل.;arabic;clean;المراجع المهنيه تتحقق المهارات واخلاقيات العمل امام اصحاب العمل;['المراجع', 'المهنيه', 'تتحقق', 'المهارات', 'واخلاقيات', 'العمل', 'امام', 'اصحاب', 'العمل']
يسدّد;arabic;clean;يسدد;['يسدد']
Monitoring collaborative efforts ensures alignment with goals and objectives.;english;clean;monitoring collaborative efforts ensures alignment goals objectives;['monitoring', 'collaborative', 'efforts', 'ensures', 'alignment', 'goals', 'objectives']
I want to know if there is a possibility to transfer between departments after a certain period.;english;clean;want know possibility transfer departments certain period;['want', 'know', 'possibility', 'transfer', 'departments', 'certain', 'period']
Practicing clean coding techniques enhances readability and maintainability.;english;clean;practicing clean coding techniques enhances readability maintainability;['practicing', 'clean', 'coding', 'techniques', 'enhances', 'readability', 'maintainability']
