text;label;language
imbecility  ;toxic;en
immature  ;toxic;en
immoralist  ;toxic;en
impolite  ;toxic;en
impractical  ;toxic;en
impulsive  ;toxic;en
inconsiderate  ;toxic;en
indecent  ;toxic;en
indifferent  ;toxic;en
ineffective  ;toxic;en
infamous  ;toxic;en
insensitive  ;toxic;en
insolent  ;toxic;en
instigator  ;toxic;en
intolerant  ;toxic;en
irrational  ;toxic;en
irresponsible  ;toxic;en
jaded  ;toxic;en
judgmentalist  ;toxic;en
leech  ;toxic;en
liability  ;toxic;en
lout  ;toxic;en
malcontent  ;toxic;en
malignant  ;toxic;en
man‑eater  ;toxic;en
mercenary  ;toxic;en
misbehaver  ;toxic;en
misogynist  ;toxic;en
moaner  ;toxic;en
narrow‑minded  ;toxic;en
neglectful  ;toxic;en
negligence  ;toxic;en
nuisance  ;toxic;en
obdurate  ;toxic;en
oddball  ;toxic;en
outcast  ;toxic;en
parasitical  ;toxic;en
patronizer  ;toxic;en
peevish  ;toxic;en
predator  ;toxic;en
prehistoric  ;toxic;en
prig  ;toxic;en
provoker  ;toxic;en
pushover  ;toxic;en
querulous  ;toxic;en
quitter  ;toxic;en
rancorous  ;toxic;en
reckless  ;toxic;en
reprobate  ;toxic;en
resentful  ;toxic;en
revengeful  ;toxic;en
revolting  ;toxic;en
savage‑type  ;toxic;en
scheming  ;toxic;en
scornful  ;toxic;en
self‑centered  ;toxic;en
self‑destructive  ;toxic;en
sneer  ;toxic;en
snide  ;toxic;en
sorehead  ;toxic;en
sour  ;toxic;en
spineless‑type  ;toxic;en
spiteful  ;toxic;en
squalid  ;toxic;en
standoffish  ;toxic;en
stiff  ;toxic;en
stone‑hearted  ;toxic;en
stud‑muffin (sarcastic)  ;toxic;en
stupid‑ass  ;toxic;en
subversive  ;toxic;en
suspicious  ;toxic;en
tactless  ;toxic;en
temperamental  ;toxic;en
thorn  ;toxic;en
thug  ;toxic;en
tolerant (negatively used)  ;toxic;en
tormentor  ;toxic;en
traitor‑type  ;toxic;en
troublemaker  ;toxic;en
tyrant‑type  ;toxic;en
unapproachable  ;toxic;en
unbalanced  ;toxic;en
uncaring  ;toxic;en
unchristian  ;toxic;en
uncouth  ;toxic;en
undependable  ;toxic;en
undesirable  ;toxic;en
unethical‑type  ;toxic;en
unfeeling  ;toxic;en
ungodly  ;toxic;en
ungrateful  ;toxic;en
unhinged  ;toxic;en
unkind‑hearted  ;toxic;en
unpleasant  ;toxic;en
unsavory  ;toxic;en
unsightly  ;toxic;en
unsympathetic  ;toxic;en
untoward  ;toxic;en
untrustable  ;toxic;en
vengeful  ;toxic;en
venomous  ;toxic;en
vindictive‑type  ;toxic;en
volatile  ;toxic;en
vulgar‑type  ;toxic;en
warped  ;toxic;en
wickedness  ;toxic;en
wimpish  ;toxic;en
wretchedness  ;toxic;en
zealotry  ;toxic;en
zealot‑type  ;toxic;en
ghaby;toxic;mix
a7maq;toxic;mix
ablah;toxic;mix
qabee7;toxic;mix
magnoon;toxic;mix
kasool;toxic;mix
kazzab;toxic;mix
tafeh;toxic;mix
sazeg;toxic;mix
saye2;toxic;mix
sakheef;toxic;mix
mohmel;toxic;mix
mostahter;toxic;mix
ehana;toxic;mix
7aramy;toxic;mix
kolyya;clean;mix
gam3a;clean;mix
shighl;clean;mix
forsa;clean;mix
sherka;clean;mix
khebra;clean;mix
naga7;clean;mix
mosharka;clean;mix
tatweer;clean;mix
estfsr;clean;mix
ebtkar;clean;mix
mobadra;clean;mix
t3awon;clean;mix
ebda3;clean;mix
e7traf;clean;mix
qyada;clean;mix
3amal gama3y;clean;mix
tahfeez;clean;mix
eshraf;clean;mix
tanzeem;clean;mix
edara;clean;mix
e7traf;clean;mix
maharat ;clean;mix
tanfeez;clean;mix
bahs;clean;mix
engaz;clean;mix
tawasol;clean;mix
shabaka;clean;mix
as2ela;clean;mix
ta7seen;clean;mix
3ard;clean;mix
tadreeb;clean;mix
mohadra;clean;mix
mo2tamar;clean;mix
msader;clean;mix
nashat;clean;mix
ershad;clean;mix
estmara;clean;mix
ta3leem electrony;clean;mix
خريج جديد من كلية هندسة متحمس للتدريب الصيفي;clean;ar
يا رب التخرج يكون ناجح لكل الطلبة;clean;ar
شكر خاص للدكتور علي في كلية علوم، شرح ممتاز;clean;ar
الموظفين في شؤون الخريجين كسالى جدًا ومش متعاونين;clean;ar
حابّة أشارك في مبادرة طلابية لتطوير الجامعة;clean;ar
الدكاترة في كلية تجارة مزعجين جدًا، مش واضح ليهم أي تنظيم;clean;ar
طالب نشط شارك في ورشة عمل تعليمية ممتازة;clean;ar
خريج مستعد لفرص تدريب مهني بعد التخرج;clean;ar
الدكاترة في كلية علوم مزعجين ومافيش تنظيم;clean;ar
فرصة رائعة لمشروع طلابي جماعي في كلية إدارة أعمال;clean;ar
الموظفين في شؤون الطلاب متهاونين جدًا ومش ملتزمين;clean;ar
المبادرة التعليمية ساعدتني أفهم المواد بشكل عملي;clean;ar
طالب متفوق حصل على جائزة أفضل مشروع نهائي;clean;ar
أعضاء الهيئة التدريسية كسالى ومش مهتمين بالطلاب;clean;ar
تجربة تعليمية تفاعلية في كلية الهندسة كانت ممتازة;clean;ar
الورش العلمية في الجامعة مفيدة جدًا;clean;ar
المشرفين على التدريب العملي محترفين ومتعاونين;clean;ar
بعض الزملاء متكاسلين ومش ملتزمين بالمهام الجماعية;clean;ar
مشاركة طلابية فعالة في المؤتمر العلمي الأخير;clean;ar
الدكاترة في كلية تجارة مش منظمين ومزعجين;clean;ar
مشروع نهائي جماعي كان ناجح جدًا ومفيد;clean;ar
الطلاب الجدد متحمسين لكن بعضهم كسول;clean;ar
تجربة التدريب العملي كانت رائعة;clean;ar
الموظفين في شؤون الطلاب مستهترين جدًا;clean;ar
ابتكار طلابي ساعد في حل مشكلة الجامعة;clean;ar
الدكاترة في كلية علوم متجاهلين الطلاب;clean;ar
التعاون الطلابي في المشروع كان ممتاز;clean;ar
الموظفين في شؤون الطلاب كسالى جدًا ومش مهتمين;toxic;ar
الدكاترة في كلية علوم مزعجين ومافيش أي تنظيم;toxic;ar
بعض الزملاء متهاونين ومش ملتزمين بالمواعيد;toxic;ar
الموظفين في شؤون الخريجين مستهترين جدًا;toxic;ar
الدكاترة في كلية تجارة متكبرين ومش بيشرحوا كويس;toxic;ar
الطلاب الجدد مش مهتمين بالمشروع ومتكاسلين;toxic;ar
المشرف على التدريب عملياته فوضوية جدًا;toxic;ar
الدكاترة في الهندسة غير متعاونين ومزعجين;toxic;ar
بعض الزملاء في الفريق عدوانيين ومتسلطين;toxic;ar
الموظفين في الجامعة فاسدين ومافيش نزاهة;toxic;ar
الهيئة التدريسية مهملة ومش متابعة للطلاب;toxic;ar
المشروع الجماعي تعبان والطلاب غير ملتزمين;toxic;ar
الدكاترة في كلية إدارة أعمال متعجرفين;toxic;ar
الموظفين ساخطين ومش مستعدين يساعدوا;toxic;ar
الطلاب المتأخرين في تسليم المشاريع كسالى جدًا;toxic;ar
المشرفين على التدريب متسلطين ومزعجين;toxic;ar
الدكاترة في كلية علوم غير مهتمين بالطلاب;toxic;ar
بعض الزملاء أنانيين ومش بيتعاونوا;toxic;ar
الطلاب في الورشة مضيعين الوقت ومش مركزين;toxic;ar
الهيئة التدريسية متهاونة وفوضوية;toxic;ar
